,Unnamed: 0,Sender,Child,UMID,Text,Recipient,Type,Likes,Gender,Age,Media,BMI,mean_BMI,tokens,triples,low,stop,punctuation,stem,stem_string,foods,drinks,restaurants,supermarkets,related,slang,brands,diet,meals,Dmeals,Media_0.0,Media_1.0,Media_2.0,words,words_no,word_string,count,length,nutriscores,nutriscore_mean
451,152254,5629605878,5878.0,66679,Ik ben taart aan het eten,,group,0,1,9,0.0,,14,"['Ik', 'ben', 'taart', 'aan', 'het', 'eten']","['Ik', 'ben', 'taart', 'aan', 'het', 'eten']","['ik', 'ben', 'taart', 'aan', 'het', 'eten']","['taart', 'eten']","['taart', 'eten']","['taart', 'eten']","taart,eten",1,0,0,0,1,0,0,0,0,1,1,0,0,"['taart', 'eten']",2,"taart,eten",3,2,[4],4.0
453,152722,5629605887,5887.0,66305,Lekkerrr oreos,5629605864.0,my,0,1,9,2.0,,14,"['Lekkerrr', 'oreos']","['Lekkerr', 'oreos']","['lekkerr', 'oreos']","['lekkerr', 'oreos']","['lekkerr', 'oreos']","['lekkerr', 'oreos']","lekkerr,oreos",1,0,0,0,0,0,0,0,0,0,0,0,1,['oreos'],1,oreos,1,2,[4.8],4.8
456,155203,5629705898,5898.0,68353,"Ik was ook in het bos maart ik zag jou niet,ik heb over ijs gelopen",,group,0,1,11,0.0,,16,"['Ik', 'was', 'ook', 'in', 'het', 'bos', 'maart', 'ik', 'zag', 'jou', 'niet', 'ik', 'heb', 'over', 'ijs', 'gelopen']","['Ik', 'was', 'ook', 'in', 'het', 'bos', 'maart', 'ik', 'zag', 'jou', 'niet', 'ik', 'heb', 'over', 'ijs', 'gelopen']","['ik', 'was', 'ook', 'in', 'het', 'bos', 'maart', 'ik', 'zag', 'jou', 'niet', 'ik', 'heb', 'over', 'ijs', 'gelopen']","['bos', 'maart', 'zag', 'jou', 'ijs', 'gelopen']","['bos', 'maart', 'zag', 'jou', 'ijs', 'gelopen']","['bos', 'maart', 'zag', 'jou', 'ijs', 'gelop']","bos,maart,zag,jou,ijs,gelop",1,0,0,0,0,0,0,0,0,0,1,0,0,['ijs'],1,ijs,4,6,[4],4.0
457,155208,5629705898,5898.0,71504,Wil je vandaag weer spelen en dan gaan we weer op het ijs,5629705918.0,my,0,1,11,0.0,,16,"['Wil', 'je', 'vandaag', 'weer', 'spelen', 'en', 'dan', 'gaan', 'we', 'weer', 'op', 'het', 'ijs']","['Wil', 'je', 'vandaag', 'weer', 'spelen', 'en', 'dan', 'gaan', 'we', 'weer', 'op', 'het', 'ijs']","['wil', 'je', 'vandaag', 'weer', 'spelen', 'en', 'dan', 'gaan', 'we', 'weer', 'op', 'het', 'ijs']","['vandaag', 'weer', 'spelen', 'gaan', 'we', 'weer', 'ijs']","['vandaag', 'weer', 'spelen', 'gaan', 'we', 'weer', 'ijs']","['vandag', 'wer', 'spel', 'gan', 'we', 'wer', 'ijs']","vandag,wer,spel,gan,we,wer,ijs",1,0,0,0,0,0,0,0,0,0,1,0,0,['ijs'],1,ijs,4,7,[4],4.0
458,155213,5629705898,5898.0,71609,"Ja is goed kijken of het ijs er nog ligt, denk het nog wel hoor!",5629705922.0,my,0,1,11,0.0,,16,"['Ja', 'is', 'goed', 'kijken', 'of', 'het', 'ijs', 'er', 'nog', 'ligt', 'denk', 'het', 'nog', 'wel', 'hoor']","['Ja', 'is', 'goed', 'kijken', 'of', 'het', 'ijs', 'er', 'nog', 'ligt', 'denk', 'het', 'nog', 'wel', 'hoor']","['ja', 'is', 'goed', 'kijken', 'of', 'het', 'ijs', 'er', 'nog', 'ligt', 'denk', 'het', 'nog', 'wel', 'hoor']","['goed', 'kijken', 'ijs', 'ligt', 'denk', 'wel', 'hoor']","['goed', 'kijken', 'ijs', 'ligt', 'denk', 'wel', 'hoor']","['goed', 'kijk', 'ijs', 'ligt', 'denk', 'wel', 'hor']","goed,kijk,ijs,ligt,denk,wel,hor",1,0,0,0,0,0,0,0,0,0,1,0,0,['ijs'],1,ijs,4,7,[4],4.0
460,155396,5629705905,5905.0,61948,Jumbo Jumbo zegt hij is bij de Jumbo chocolade eieren vergiftigd,5629705920.0,my,0,0,10,0.0,,20,"['Jumbo', 'Jumbo', 'zegt', 'hij', 'is', 'bij', 'de', 'Jumbo', 'chocolade', 'eieren', 'vergiftigd']","['Jumbo', 'Jumbo', 'zegt', 'hij', 'is', 'bij', 'de', 'Jumbo', 'chocolade', 'eieren', 'vergiftigd']","['jumbo', 'jumbo', 'zegt', 'hij', 'is', 'bij', 'de', 'jumbo', 'chocolade', 'eieren', 'vergiftigd']","['jumbo', 'jumbo', 'zegt', 'jumbo', 'chocolade', 'eieren', 'vergiftigd']","['jumbo', 'jumbo', 'zegt', 'jumbo', 'chocolade', 'eieren', 'vergiftigd']","['jumbo', 'jumbo', 'zegt', 'jumbo', 'chocolad', 'eier', 'vergiftigd']","jumbo,jumbo,zegt,jumbo,chocolad,eier,vergiftigd",1,0,0,1,0,0,0,0,0,0,1,0,0,"['jumbo', 'jumbo', 'jumbo', 'chocolad']",4,"jumbo,jumbo,jumbo,chocolad",2,7,[5],5.0
462,155477,5629705906,5906.0,58586,Pindakaas,,group,0,0,10,0.0,,18,['Pindakaas'],['Pindakaas'],['pindakaas'],['pindakaas'],['pindakaas'],['pindakas'],pindakas,1,0,0,0,0,0,0,0,0,0,1,0,0,['pindakas'],1,pindakas,2,1,[3.8],3.8
466,155662,5629705914,5914.0,72018,Een kaas uie broodje ,5629705922.0,my,0,1,10,0.0,,16,"['Een', 'kaas', 'uie', 'broodje']","['Een', 'kaas', 'uie', 'broodje']","['een', 'kaas', 'uie', 'broodje']","['kaas', 'uie', 'broodje']","['kaas', 'uie', 'broodje']","['kas', 'uie', 'broodj']","kas,uie,broodj",2,0,0,0,0,0,0,0,0,1,1,0,0,"['kas', 'broodj']",2,"kas,broodj",2,3,"[4, 2]",3.0
468,155824,5629705918,5918.0,66195,silva wil mee spelen kan dat ik wil het wel mag het ook van jou!! Dan kunnen we weer naar het bos oo het ijs gaan staan en met diesel wandelen??,5629705898.0,my,0,1,10,0.0,,17,"['silva', 'wil', 'mee', 'spelen', 'kan', 'dat', 'ik', 'wil', 'het', 'wel', 'mag', 'het', 'ook', 'van', 'jou', 'Dan', 'kunnen', 'we', 'weer', 'naar', 'het', 'bos', 'oo', 'het', 'ijs', 'gaan', 'staan', 'en', 'met', 'diesel', 'wandelen']","['silva', 'wil', 'mee', 'spelen', 'kan', 'dat', 'ik', 'wil', 'het', 'wel', 'mag', 'het', 'ook', 'van', 'jou', 'Dan', 'kunnen', 'we', 'weer', 'naar', 'het', 'bos', 'oo', 'het', 'ijs', 'gaan', 'staan', 'en', 'met', 'diesel', 'wandelen']","['silva', 'wil', 'mee', 'spelen', 'kan', 'dat', 'ik', 'wil', 'het', 'wel', 'mag', 'het', 'ook', 'van', 'jou', 'dan', 'kunnen', 'we', 'weer', 'naar', 'het', 'bos', 'oo', 'het', 'ijs', 'gaan', 'staan', 'en', 'met', 'diesel', 'wandelen']","['silva', 'mee', 'spelen', 'wel', 'mag', 'jou', 'we', 'weer', 'bos', 'oo', 'ijs', 'gaan', 'staan', 'diesel', 'wandelen']","['silva', 'mee', 'spelen', 'wel', 'mag', 'jou', 'we', 'weer', 'bos', 'oo', 'ijs', 'gaan', 'staan', 'diesel', 'wandelen']","['silva', 'mee', 'spel', 'wel', 'mag', 'jou', 'we', 'wer', 'bos', 'oo', 'ijs', 'gan', 'stan', 'diesel', 'wandel']","silva,mee,spel,wel,mag,jou,we,wer,bos,oo,ijs,gan,stan,diesel,wandel",1,0,0,0,0,0,0,0,0,0,1,0,0,['ijs'],1,ijs,2,15,[4],4.0
472,156151,5629705922,5922.0,71586,Zullen we als sylke kan dan ook weer naar het ijs,5629705898.0,my,0,1,11,0.0,,18,"['Zullen', 'we', 'als', 'sylke', 'kan', 'dan', 'ook', 'weer', 'naar', 'het', 'ijs']","['Zullen', 'we', 'als', 'sylke', 'kan', 'dan', 'ook', 'weer', 'naar', 'het', 'ijs']","['zullen', 'we', 'als', 'sylke', 'kan', 'dan', 'ook', 'weer', 'naar', 'het', 'ijs']","['zullen', 'we', 'sylke', 'weer', 'ijs']","['zullen', 'we', 'sylke', 'weer', 'ijs']","['zull', 'we', 'sylk', 'wer', 'ijs']","zull,we,sylk,wer,ijs",1,0,0,0,0,0,0,0,0,0,1,0,0,['ijs'],1,ijs,6,5,[4],4.0
474,156164,5629705922,5922.0,72010,Vlokke??????,5629705914.0,my,0,1,11,0.0,,18,['Vlokke'],['Vlokke'],['vlokke'],['vlokke'],['vlokke'],['vlok'],vlok,0,0,0,0,0,0,0,0,0,1,1,0,0,['vlok'],1,vlok,6,1,[4.2],4.2
476,158451,3008201659,1659.0,119456,Oreo cupcakes jamie,,group,0,0,12,0.0,,18,"['Oreo', 'cupcakes', 'jamie']","['Oreo', 'cupcakes', 'jamie']","['oreo', 'cupcakes', 'jamie']","['oreo', 'cupcakes', 'jamie']","['oreo', 'cupcakes', 'jamie']","['oreo', 'cupcakes', 'jamie']","oreo,cupcakes,jamie",0,0,0,0,0,0,1,0,0,0,1,0,0,['oreo'],1,oreo,3,3,[4.8],4.8
478,161053,3030806145,6145.0,119307,Pizza nu????,,group,0,1,10,0.0,,17,"['Pizza', 'nu']","['Pizza', 'nu']","['pizza', 'nu']",['pizza'],['pizza'],['pizza'],pizza,0,0,0,0,0,0,0,0,1,0,1,0,0,['pizza'],1,pizza,1,1,[3],3.0
479,161266,3030806146,6146.0,117531,Appeltaart,3030806148.0,my,0,0,10,0.0,,17,['Appeltaart'],['Appeltaart'],['appeltaart'],['appeltaart'],['appeltaart'],['appeltaart'],appeltaart,0,0,0,0,0,0,0,0,0,1,1,0,0,['appeltaart'],1,appeltaart,8,1,[3.2],3.2
480,161279,3030806146,6146.0,117569,IK heb borrelnootjes,3030806148.0,my,0,0,10,0.0,,17,"['IK', 'heb', 'borrelnootjes']","['IK', 'heb', 'borrelnootjes']","['ik', 'heb', 'borrelnootjes']",['borrelnootjes'],['borrelnootjes'],['borrelnootjes'],borrelnootjes,1,0,0,0,0,0,0,0,0,0,1,0,0,['borrelnootjes'],1,borrelnootjes,8,1,[3.2],3.2
499,162101,3030806148,6148.0,119489,Ik ga mijn hele grote frikandel opeten,,group,0,0,10,0.0,,15,"['Ik', 'ga', 'mijn', 'hele', 'grote', 'frikandel', 'opeten']","['Ik', 'ga', 'mijn', 'hele', 'grote', 'frikandel', 'opeten']","['ik', 'ga', 'mijn', 'hele', 'grote', 'frikandel', 'opeten']","['ga', 'hele', 'grote', 'frikandel', 'opeten']","['ga', 'hele', 'grote', 'frikandel', 'opeten']","['ga', 'hel', 'grot', 'frikandel', 'opet']","ga,hel,grot,frikandel,opet",0,0,0,0,1,0,0,0,0,1,1,0,0,"['frikandel', 'opet']",2,"frikandel,opet",18,5,[4],4.0
510,162834,3030806153,6153.0,117958,Jij bent zo lekker als die taart en cupcakes in n,3030806158.0,my,0,0,10,0.0,,17,"['Jij', 'bent', 'zo', 'lekker', 'als', 'die', 'taart', 'en', 'cupcakes', 'in', 'n']","['Jij', 'bent', 'zo', 'lekker', 'als', 'die', 'taart', 'en', 'cupcakes', 'in', 'n']","['jij', 'bent', 'zo', 'lekker', 'als', 'die', 'taart', 'en', 'cupcakes', 'in', 'n']","['jij', 'bent', 'lekker', 'taart', 'cupcakes']","['jij', 'bent', 'lekker', 'taart', 'cupcakes']","['jij', 'bent', 'lekker', 'taart', 'cupcakes']","jij,bent,lekker,taart,cupcakes",1,0,0,0,0,0,0,0,0,1,1,0,0,['taart'],1,taart,27,5,[4],4.0
518,163929,3030806159,6159.0,119303,Ik ga pizza eten dan ga ik naar plein als anderen kinderen komen,,group,0,0,11,0.0,,20,"['Ik', 'ga', 'pizza', 'eten', 'dan', 'ga', 'ik', 'naar', 'plein', 'als', 'anderen', 'kinderen', 'komen']","['Ik', 'ga', 'pizza', 'eten', 'dan', 'ga', 'ik', 'naar', 'plein', 'als', 'anderen', 'kinderen', 'komen']","['ik', 'ga', 'pizza', 'eten', 'dan', 'ga', 'ik', 'naar', 'plein', 'als', 'anderen', 'kinderen', 'komen']","['ga', 'pizza', 'eten', 'ga', 'plein', 'anderen', 'kinderen', 'komen']","['ga', 'pizza', 'eten', 'ga', 'plein', 'anderen', 'kinderen', 'komen']","['ga', 'pizza', 'eten', 'ga', 'plein', 'ander', 'kinder', 'kom']","ga,pizza,eten,ga,plein,ander,kinder,kom",0,0,0,0,1,0,0,0,1,0,1,0,0,"['pizza', 'eten']",2,"pizza,eten",9,8,[3],3.0
519,163933,3030806159,6159.0,119314,Jmr dat  je geen foto's kan sturen want anders had ik wel gestuurd dat ik pizza at,,group,0,0,11,0.0,,20,"['Jmr', 'dat', 'je', 'geen', 'foto', 's', 'kan', 'sturen', 'want', 'anders', 'had', 'ik', 'wel', 'gestuurd', 'dat', 'ik', 'pizza', 'at']","['Jmr', 'dat', 'je', 'geen', 'foto', 's', 'kan', 'sturen', 'want', 'anders', 'had', 'ik', 'wel', 'gestuurd', 'dat', 'ik', 'pizza', 'at']","['jmr', 'dat', 'je', 'geen', 'foto', 's', 'kan', 'sturen', 'want', 'anders', 'had', 'ik', 'wel', 'gestuurd', 'dat', 'ik', 'pizza', 'at']","['jmr', 'foto', 'sturen', 'anders', 'wel', 'gestuurd', 'pizza', 'at']","['jmr', 'foto', 'sturen', 'anders', 'wel', 'gestuurd', 'pizza', 'at']","['jmr', 'foto', 'stur', 'ander', 'wel', 'gestuurd', 'pizza', 'at']","jmr,foto,stur,ander,wel,gestuurd,pizza,at",0,0,0,0,0,0,0,0,1,0,1,0,0,['pizza'],1,pizza,9,8,[3],3.0
520,166467,4013503191,3191.0,112417,Er is geen pinda,4013503178.0,my,0,1,11,0.0,,16,"['Er', 'is', 'geen', 'pinda']","['Er', 'is', 'geen', 'pinda']","['er', 'is', 'geen', 'pinda']",['pinda'],['pinda'],['pinda'],pinda,1,0,0,0,0,0,0,0,0,0,1,0,0,['pinda'],1,pinda,1,1,[3.6],3.6
523,176293,3310002263,2263.0,99985,Friet en jik,,group,0,0,11,0.0,,26,"['Friet', 'en', 'jik']","['Friet', 'en', 'jik']","['friet', 'en', 'jik']","['friet', 'jik']","['friet', 'jik']","['friet', 'jik']","friet,jik",1,0,0,0,0,0,0,0,0,0,1,0,0,['friet'],1,friet,2,2,[4],4.0
524,176335,3310002263,2263.0,107088, Bb yftsyztxtzrxfdfddddddtxgcfggxhxhsghtHccycgxgchfgxg hc hx chcvv huisnijverheid discussiegroepen studiocomplex conceptualisering aap aap dia PZ Oz Oz pizza is ix Bocholt iconische,,group,0,0,11,0.0,,26,"['Bb', 'yftsyztxtzrxfdfddddddtxgcfggxhxhsghtHccycgxgchfgxg', 'hc', 'hx', 'chcvv', 'huisnijverheid', 'discussiegroepen', 'studiocomplex', 'conceptualisering', 'aap', 'aap', 'dia', 'PZ', 'Oz', 'Oz', 'pizza', 'is', 'ix', 'Bocholt', 'iconische']","['Bb', 'yftsyztxtzrxfdfddtxgcfggxhxhsghtHccycgxgchfgxg', 'hc', 'hx', 'chcvv', 'huisnijverheid', 'discussiegroepen', 'studiocomplex', 'conceptualisering', 'aap', 'aap', 'dia', 'PZ', 'Oz', 'Oz', 'pizza', 'is', 'ix', 'Bocholt', 'iconische']","['bb', 'yftsyztxtzrxfdfddtxgcfggxhxhsghthccycgxgchfgxg', 'hc', 'hx', 'chcvv', 'huisnijverheid', 'discussiegroepen', 'studiocomplex', 'conceptualisering', 'aap', 'aap', 'dia', 'pz', 'oz', 'oz', 'pizza', 'is', 'ix', 'bocholt', 'iconische']","['bb', 'yftsyztxtzrxfdfddtxgcfggxhxhsghthccycgxgchfgxg', 'hc', 'hx', 'chcvv', 'huisnijverheid', 'discussiegroepen', 'studiocomplex', 'conceptualisering', 'aap', 'aap', 'dia', 'pz', 'oz', 'oz', 'pizza', 'ix', 'bocholt', 'iconische']","['bb', 'yftsyztxtzrxfdfddtxgcfggxhxhsghthccycgxgchfgxg', 'hc', 'hx', 'chcvv', 'huisnijverheid', 'discussiegroepen', 'studiocomplex', 'conceptualisering', 'aap', 'aap', 'dia', 'pz', 'oz', 'oz', 'pizza', 'ix', 'bocholt', 'iconische']","['bb', 'yftsyztxtzrxfdfddtxgcfggxhxhsghthccycgxgchfgxg', 'hc', 'hx', 'chcvv', 'huisnijver', 'discussiegroep', 'studiocomplex', 'conceptualiser', 'aap', 'aap', 'dia', 'pz', 'oz', 'oz', 'pizza', 'ix', 'bocholt', 'iconisch']","bb,yftsyztxtzrxfdfddtxgcfggxhxhsghthccycgxgchfgxg,hc,hx,chcvv,huisnijver,discussiegroep,studiocomplex,conceptualiser,aap,aap,dia,pz,oz,oz,pizza,ix,bocholt,iconisch",0,0,0,0,0,0,0,0,1,0,1,0,0,['pizza'],1,pizza,2,19,[3],3.0
529,176563,3310002267,2267.0,108974,Ik ga zo nachos maken,,group,0,1,11,0.0,,24,"['Ik', 'ga', 'zo', 'nachos', 'maken']","['Ik', 'ga', 'zo', 'nachos', 'maken']","['ik', 'ga', 'zo', 'nachos', 'maken']","['ga', 'nachos', 'maken']","['ga', 'nachos', 'maken']","['ga', 'nachos', 'mak']","ga,nachos,mak",0,0,0,0,0,0,0,0,1,0,1,0,0,['nachos'],1,nachos,9,3,[3],3.0
536,177305,3310002280,2280.0,108977,Kapot lekker nachos,,group,0,1,12,0.0,,18,"['Kapot', 'lekker', 'nachos']","['Kapot', 'lekker', 'nachos']","['kapot', 'lekker', 'nachos']","['kapot', 'lekker', 'nachos']","['kapot', 'lekker', 'nachos']","['kapot', 'lekker', 'nachos']","kapot,lekker,nachos",0,0,0,0,0,0,0,0,1,0,1,0,0,['nachos'],1,nachos,5,3,[3],3.0
537,177322,3310002281,2281.0,90129,KAAAAAAAS,,group,0,0,11,0.0,,16,['KAAAAAAAS'],['KAAS'],['kaas'],['kaas'],['kaas'],['kas'],kas,1,0,0,0,0,0,0,0,0,0,1,0,0,['kas'],1,kas,8,1,[4],4.0
538,177327,3310002281,2281.0,93336,Ik eet nu pizza,,group,2,0,11,0.0,,16,"['Ik', 'eet', 'nu', 'pizza']","['Ik', 'eet', 'nu', 'pizza']","['ik', 'eet', 'nu', 'pizza']","['eet', 'pizza']","['eet', 'pizza']","['eet', 'pizza']","eet,pizza",0,0,0,0,1,0,0,0,1,0,1,0,0,"['pizza', 'eet']",2,"pizza,eet",8,2,[3],3.0
545,177797,3310006030,6030.0,100267,Je krijgt morgen snoep als je lief doet ,3310002271.0,my,0,1,12,0.0,,19,"['Je', 'krijgt', 'morgen', 'snoep', 'als', 'je', 'lief', 'doet']","['Je', 'krijgt', 'morgen', 'snoep', 'als', 'je', 'lief', 'doet']","['je', 'krijgt', 'morgen', 'snoep', 'als', 'je', 'lief', 'doet']","['krijgt', 'morgen', 'snoep', 'lief', 'doet']","['krijgt', 'morgen', 'snoep', 'lief', 'doet']","['krijgt', 'morg', 'snoep', 'lief', 'doet']","krijgt,morg,snoep,lief,doet",1,0,0,0,0,0,0,0,0,0,1,0,0,['snoep'],1,snoep,4,5,[4.4],4.4
548,180332,3330005979,5979.0,104111,De friet,,group,0,1,10,0.0,,18,"['De', 'friet']","['De', 'friet']","['de', 'friet']",['friet'],['friet'],['friet'],friet,1,0,0,0,0,0,0,0,0,0,1,0,0,['friet'],1,friet,25,1,[4],4.0
553,180914,3330005993,5993.0,89873,"Een tosti eten, en jij???",3330005997.0,my,0,0,11,0.0,,18,"['Een', 'tosti', 'eten', 'en', 'jij']","['Een', 'tosti', 'eten', 'en', 'jij']","['een', 'tosti', 'eten', 'en', 'jij']","['tosti', 'eten', 'jij']","['tosti', 'eten', 'jij']","['tosti', 'eten', 'jij']","tosti,eten,jij",1,0,0,0,1,0,0,0,0,0,1,0,0,"['tosti', 'eten']",2,"tosti,eten",2,3,[4],4.0
556,183538,3330105976,5976.0,92930,Nu Moet ik eten lekkere pizza heerlijk,,group,0,1,9,0.0,,24,"['Nu', 'Moet', 'ik', 'eten', 'lekkere', 'pizza', 'heerlijk']","['Nu', 'Moet', 'ik', 'eten', 'lekkere', 'pizza', 'heerlijk']","['nu', 'moet', 'ik', 'eten', 'lekkere', 'pizza', 'heerlijk']","['eten', 'lekkere', 'pizza', 'heerlijk']","['eten', 'lekkere', 'pizza', 'heerlijk']","['eten', 'lekker', 'pizza', 'heerlijk']","eten,lekker,pizza,heerlijk",0,0,0,0,1,0,0,0,1,0,1,0,0,"['pizza', 'eten']",2,"pizza,eten",10,4,[3],3.0
559,183593,3330105976,5976.0,98854,Hahaha pinda kaas,,group,0,1,9,0.0,,24,"['Hahaha', 'pinda', 'kaas']","['Hahaha', 'pinda', 'kaas']","['hahaha', 'pinda', 'kaas']","['hahaha', 'pinda', 'kaas']","['hahaha', 'pinda', 'kaas']","['hahaha', 'pinda', 'kas']","hahaha,pinda,kas",2,0,0,0,0,0,0,0,0,0,1,0,0,"['pinda', 'kas']",2,"pinda,kas",10,3,"[3.6, 4]",3.8
573,184012,3330106002,6002.0,102621,Die taart is lekker,3330106012.0,my,0,0,10,0.0,,15,"['Die', 'taart', 'is', 'lekker']","['Die', 'taart', 'is', 'lekker']","['die', 'taart', 'is', 'lekker']","['taart', 'lekker']","['taart', 'lekker']","['taart', 'lekker']","taart,lekker",1,0,0,0,0,0,0,0,0,1,1,0,0,['taart'],1,taart,9,2,[4],4.0
577,184190,3330106003,6003.0,109179,Morgen zou zijn toet toet toet je stiekem geen pijn heb jij enig idee wat het netjes houden als je nog maar een dag zou bestaan Sommige kinderen zou nooit meer gewoon zijn moestuin Ik vind het eigenlijk zegt zet je bent een klein hartje van een kind is opwindbare tussentijd onvoldoendehulp pizza Ik hou je kop omhoog h met die had Wat zou je doen nooit meer anders zou je hart zich leverancier van de Eeuwige schaamde me vrij tot je tandpasta Doe Wat Je Altijd als je nog maar een dag zou bestaan was nog een keer ergens anders spelen speelgoed,,group,1,0,9,0.0,,15,"['Morgen', 'zou', 'zijn', 'toet', 'toet', 'toet', 'je', 'stiekem', 'geen', 'pijn', 'heb', 'jij', 'enig', 'idee', 'wat', 'het', 'netjes', 'houden', 'als', 'je', 'nog', 'maar', 'een', 'dag', 'zou', 'bestaan', 'Sommige', 'kinderen', 'zou', 'nooit', 'meer', 'gewoon', 'zijn', 'moestuin', 'Ik', 'vind', 'het', 'eigenlijk', 'zegt', 'zet', 'je', 'bent', 'een', 'klein', 'hartje', 'van', 'een', 'kind', 'is', 'opwindbare', 'tussentijd', 'onvoldoendehulp', 'pizza', 'Ik', 'hou', 'je', 'kop', 'omhoog', 'h', 'met', 'die', 'had', 'Wat', 'zou', 'je', 'doen', 'nooit', 'meer', 'anders', 'zou', 'je', 'hart', 'zich', 'leverancier', 'van', 'de', 'Eeuwige', 'schaamde', 'me', 'vrij', 'tot', 'je', 'tandpasta', 'Doe', 'Wat', 'Je', 'Altijd', 'als', 'je', 'nog', 'maar', 'een', 'dag', 'zou', 'bestaan', 'was', 'nog', 'een', 'keer', 'ergens', 'anders', 'spelen', 'speelgoed']","['Morgen', 'zou', 'zijn', 'toet', 'toet', 'toet', 'je', 'stiekem', 'geen', 'pijn', 'heb', 'jij', 'enig', 'idee', 'wat', 'het', 'netjes', 'houden', 'als', 'je', 'nog', 'maar', 'een', 'dag', 'zou', 'bestaan', 'Sommige', 'kinderen', 'zou', 'nooit', 'meer', 'gewoon', 'zijn', 'moestuin', 'Ik', 'vind', 'het', 'eigenlijk', 'zegt', 'zet', 'je', 'bent', 'een', 'klein', 'hartje', 'van', 'een', 'kind', 'is', 'opwindbare', 'tussentijd', 'onvoldoendehulp', 'pizza', 'Ik', 'hou', 'je', 'kop', 'omhoog', 'h', 'met', 'die', 'had', 'Wat', 'zou', 'je', 'doen', 'nooit', 'meer', 'anders', 'zou', 'je', 'hart', 'zich', 'leverancier', 'van', 'de', 'Eeuwige', 'schaamde', 'me', 'vrij', 'tot', 'je', 'tandpasta', 'Doe', 'Wat', 'Je', 'Altijd', 'als', 'je', 'nog', 'maar', 'een', 'dag', 'zou', 'bestaan', 'was', 'nog', 'een', 'keer', 'ergens', 'anders', 'spelen', 'speelgoed']","['morgen', 'zou', 'zijn', 'toet', 'toet', 'toet', 'je', 'stiekem', 'geen', 'pijn', 'heb', 'jij', 'enig', 'idee', 'wat', 'het', 'netjes', 'houden', 'als', 'je', 'nog', 'maar', 'een', 'dag', 'zou', 'bestaan', 'sommige', 'kinderen', 'zou', 'nooit', 'meer', 'gewoon', 'zijn', 'moestuin', 'ik', 'vind', 'het', 'eigenlijk', 'zegt', 'zet', 'je', 'bent', 'een', 'klein', 'hartje', 'van', 'een', 'kind', 'is', 'opwindbare', 'tussentijd', 'onvoldoendehulp', 'pizza', 'ik', 'hou', 'je', 'kop', 'omhoog', 'h', 'met', 'die', 'had', 'wat', 'zou', 'je', 'doen', 'nooit', 'meer', 'anders', 'zou', 'je', 'hart', 'zich', 'leverancier', 'van', 'de', 'eeuwige', 'schaamde', 'me', 'vrij', 'tot', 'je', 'tandpasta', 'doe', 'wat', 'je', 'altijd', 'als', 'je', 'nog', 'maar', 'een', 'dag', 'zou', 'bestaan', 'was', 'nog', 'een', 'keer', 'ergens', 'anders', 'spelen', 'speelgoed']","['morgen', 'toet', 'toet', 'toet', 'stiekem', 'pijn', 'jij', 'enig', 'idee', 'netjes', 'houden', 'dag', 'bestaan', 'sommige', 'kinderen', 'nooit', 'gewoon', 'moestuin', 'vind', 'eigenlijk', 'zegt', 'zet', 'bent', 'klein', 'hartje', 'kind', 'opwindbare', 'tussentijd', 'onvoldoendehulp', 'pizza', 'hou', 'kop', 'omhoog', 'nooit', 'anders', 'hart', 'leverancier', 'eeuwige', 'schaamde', 'vrij', 'tandpasta', 'doe', 'dag', 'bestaan', 'keer', 'ergens', 'anders', 'spelen', 'speelgoed']","['morgen', 'toet', 'toet', 'toet', 'stiekem', 'pijn', 'jij', 'enig', 'idee', 'netjes', 'houden', 'dag', 'bestaan', 'sommige', 'kinderen', 'nooit', 'gewoon', 'moestuin', 'vind', 'eigenlijk', 'zegt', 'zet', 'bent', 'klein', 'hartje', 'kind', 'opwindbare', 'tussentijd', 'onvoldoendehulp', 'pizza', 'hou', 'kop', 'omhoog', 'nooit', 'anders', 'hart', 'leverancier', 'eeuwige', 'schaamde', 'vrij', 'tandpasta', 'doe', 'dag', 'bestaan', 'keer', 'ergens', 'anders', 'spelen', 'speelgoed']","['morg', 'toet', 'toet', 'toet', 'stiekem', 'pijn', 'jij', 'enig', 'idee', 'netjes', 'houd', 'dag', 'bestan', 'sommig', 'kinder', 'nooit', 'gewon', 'moestuin', 'vind', 'eigen', 'zegt', 'zet', 'bent', 'klein', 'hartj', 'kind', 'opwind', 'tussentijd', 'onvoldoendehulp', 'pizza', 'hou', 'kop', 'omhog', 'nooit', 'ander', 'hart', 'leverancier', 'eeuwig', 'schaamd', 'vrij', 'tandpasta', 'doe', 'dag', 'bestan', 'ker', 'ergen', 'ander', 'spel', 'speelgoed']","morg,toet,toet,toet,stiekem,pijn,jij,enig,idee,netjes,houd,dag,bestan,sommig,kinder,nooit,gewon,moestuin,vind,eigen,zegt,zet,bent,klein,hartj,kind,opwind,tussentijd,onvoldoendehulp,pizza,hou,kop,omhog,nooit,ander,hart,leverancier,eeuwig,schaamd,vrij,tandpasta,doe,dag,bestan,ker,ergen,ander,spel,speelgoed",0,0,0,0,0,0,0,0,1,0,1,0,0,['pizza'],1,pizza,8,49,[3],3.0
