,Unnamed: 0,Sender,Child,UMID,Text,Recipient,Type,Likes,Gender,Age,Media,BMI,mean_BMI,tokens,triples,low,stop,punctuation,stem,stem_string,foods,drinks,restaurants,supermarkets,related,slang,brands,diet,meals,Dmeals,Media_0.0,Media_1.0,Media_2.0,words,words_no,word_string,count,length,nutriscores,nutriscore_mean
571,183970,3330106002,6002.0,97646,Fruit maken ze vonden het ook nog grappig omdat het zo de pandabeer zo lekker zat te slapen Ik kijk dit filmpje foto nu aan jou tot Pannerden geeft jou de groeten tot de Panne weer Genoegen doei doei en wees lief voor de pandabeer,3330106021.0,my,0,0,10,1.0,,15,"['Fruit', 'maken', 'ze', 'vonden', 'het', 'ook', 'nog', 'grappig', 'omdat', 'het', 'zo', 'de', 'pandabeer', 'zo', 'lekker', 'zat', 'te', 'slapen', 'Ik', 'kijk', 'dit', 'filmpje', 'foto', 'nu', 'aan', 'jou', 'tot', 'Pannerden', 'geeft', 'jou', 'de', 'groeten', 'tot', 'de', 'Panne', 'weer', 'Genoegen', 'doei', 'doei', 'en', 'wees', 'lief', 'voor', 'de', 'pandabeer']","['Fruit', 'maken', 'ze', 'vonden', 'het', 'ook', 'nog', 'grappig', 'omdat', 'het', 'zo', 'de', 'pandabeer', 'zo', 'lekker', 'zat', 'te', 'slapen', 'Ik', 'kijk', 'dit', 'filmpje', 'foto', 'nu', 'aan', 'jou', 'tot', 'Pannerden', 'geeft', 'jou', 'de', 'groeten', 'tot', 'de', 'Panne', 'weer', 'Genoegen', 'doei', 'doei', 'en', 'wees', 'lief', 'voor', 'de', 'pandabeer']","['fruit', 'maken', 'ze', 'vonden', 'het', 'ook', 'nog', 'grappig', 'omdat', 'het', 'zo', 'de', 'pandabeer', 'zo', 'lekker', 'zat', 'te', 'slapen', 'ik', 'kijk', 'dit', 'filmpje', 'foto', 'nu', 'aan', 'jou', 'tot', 'pannerden', 'geeft', 'jou', 'de', 'groeten', 'tot', 'de', 'panne', 'weer', 'genoegen', 'doei', 'doei', 'en', 'wees', 'lief', 'voor', 'de', 'pandabeer']","['fruit', 'maken', 'vonden', 'grappig', 'pandabeer', 'lekker', 'zat', 'slapen', 'kijk', 'filmpje', 'foto', 'jou', 'pannerden', 'geeft', 'jou', 'groeten', 'panne', 'weer', 'genoegen', 'doei', 'doei', 'wees', 'lief', 'pandabeer']","['fruit', 'maken', 'vonden', 'grappig', 'pandabeer', 'lekker', 'zat', 'slapen', 'kijk', 'filmpje', 'foto', 'jou', 'pannerden', 'geeft', 'jou', 'groeten', 'panne', 'weer', 'genoegen', 'doei', 'doei', 'wees', 'lief', 'pandabeer']","['fruit', 'mak', 'vond', 'grappig', 'pandaber', 'lekker', 'zat', 'slap', 'kijk', 'filmpj', 'foto', 'jou', 'pannerd', 'geeft', 'jou', 'groet', 'pann', 'wer', 'genoeg', 'doei', 'doei', 'wes', 'lief', 'pandaber']","fruit,mak,vond,grappig,pandaber,lekker,zat,slap,kijk,filmpj,foto,jou,pannerd,geeft,jou,groet,pann,wer,genoeg,doei,doei,wes,lief,pandaber",1,0,0,0,0,0,0,0,0,0,0,1,0,['fruit'],1,fruit,9,24,[1.5],1.5
572,183992,3330106002,6002.0,100646,ISeffelinie alleen maar het grappig ook heel even een van het ook nog zo grappig dat die banaan over zijn eigen energie en daarna Facebook Hornbach mijn handen op een bruiloft pak voor doen maar daarna ook naar de overkant geen default en toen het daarvoor,3330105976.0,my,0,0,10,0.0,,15,"['ISeffelinie', 'alleen', 'maar', 'het', 'grappig', 'ook', 'heel', 'even', 'een', 'van', 'het', 'ook', 'nog', 'zo', 'grappig', 'dat', 'die', 'banaan', 'over', 'zijn', 'eigen', 'energie', 'en', 'daarna', 'Facebook', 'Hornbach', 'mijn', 'handen', 'op', 'een', 'bruiloft', 'pak', 'voor', 'doen', 'maar', 'daarna', 'ook', 'naar', 'de', 'overkant', 'geen', 'default', 'en', 'toen', 'het', 'daarvoor']","['ISeffelinie', 'alleen', 'maar', 'het', 'grappig', 'ook', 'heel', 'even', 'een', 'van', 'het', 'ook', 'nog', 'zo', 'grappig', 'dat', 'die', 'banaan', 'over', 'zijn', 'eigen', 'energie', 'en', 'daarna', 'Facebook', 'Hornbach', 'mijn', 'handen', 'op', 'een', 'bruiloft', 'pak', 'voor', 'doen', 'maar', 'daarna', 'ook', 'naar', 'de', 'overkant', 'geen', 'default', 'en', 'toen', 'het', 'daarvoor']","['iseffelinie', 'alleen', 'maar', 'het', 'grappig', 'ook', 'heel', 'even', 'een', 'van', 'het', 'ook', 'nog', 'zo', 'grappig', 'dat', 'die', 'banaan', 'over', 'zijn', 'eigen', 'energie', 'en', 'daarna', 'facebook', 'hornbach', 'mijn', 'handen', 'op', 'een', 'bruiloft', 'pak', 'voor', 'doen', 'maar', 'daarna', 'ook', 'naar', 'de', 'overkant', 'geen', 'default', 'en', 'toen', 'het', 'daarvoor']","['iseffelinie', 'alleen', 'grappig', 'heel', 'even', 'grappig', 'banaan', 'eigen', 'energie', 'daarna', 'facebook', 'hornbach', 'handen', 'bruiloft', 'pak', 'daarna', 'overkant', 'default', 'daarvoor']","['iseffelinie', 'alleen', 'grappig', 'heel', 'even', 'grappig', 'banaan', 'eigen', 'energie', 'daarna', 'facebook', 'hornbach', 'handen', 'bruiloft', 'pak', 'daarna', 'overkant', 'default', 'daarvoor']","['iseffelinie', 'allen', 'grappig', 'hel', 'even', 'grappig', 'banan', 'eig', 'energie', 'daarna', 'facebok', 'hornbach', 'hand', 'bruiloft', 'pak', 'daarna', 'overkant', 'default', 'daarvor']","iseffelinie,allen,grappig,hel,even,grappig,banan,eig,energie,daarna,facebok,hornbach,hand,bruiloft,pak,daarna,overkant,default,daarvor",1,0,0,0,0,0,0,0,0,0,1,0,0,['banan'],1,banan,9,19,[2],2.0
574,184087,3330106003,6003.0,89810,Lekkere soep??,,group,0,0,9,0.0,,15,"['Lekkere', 'soep']","['Lekkere', 'soep']","['lekkere', 'soep']","['lekkere', 'soep']","['lekkere', 'soep']","['lekker', 'soep']","lekker,soep",0,0,0,0,0,0,0,0,1,0,1,0,0,['soep'],1,soep,8,2,[1.6],1.6
576,184131,3330106003,6003.0,98379,Sorry voor de scheldwoorden en heb je het op zijn bananen Bottle Flip dingen al gezien,,group,0,0,9,0.0,,15,"['Sorry', 'voor', 'de', 'scheldwoorden', 'en', 'heb', 'je', 'het', 'op', 'zijn', 'bananen', 'Bottle', 'Flip', 'dingen', 'al', 'gezien']","['Sorry', 'voor', 'de', 'scheldwoorden', 'en', 'heb', 'je', 'het', 'op', 'zijn', 'bananen', 'Bottle', 'Flip', 'dingen', 'al', 'gezien']","['sorry', 'voor', 'de', 'scheldwoorden', 'en', 'heb', 'je', 'het', 'op', 'zijn', 'bananen', 'bottle', 'flip', 'dingen', 'al', 'gezien']","['sorry', 'scheldwoorden', 'bananen', 'bottle', 'flip', 'dingen', 'gezien']","['sorry', 'scheldwoorden', 'bananen', 'bottle', 'flip', 'dingen', 'gezien']","['sorry', 'scheldwoord', 'banan', 'bottl', 'flip', 'ding', 'gezien']","sorry,scheldwoord,banan,bottl,flip,ding,gezien",1,0,0,0,0,0,0,0,0,0,1,0,0,['banan'],1,banan,8,7,[2],2.0
587,184416,3330106005,6005.0,94728,Brood eten,,group,0,1,9,0.0,,17,"['Brood', 'eten']","['Brood', 'eten']","['brood', 'eten']","['brood', 'eten']","['brood', 'eten']","['brod', 'eten']","brod,eten",1,0,0,0,1,0,0,0,0,0,1,0,0,"['eten', 'brod']",2,"eten,brod",30,2,[1.2],1.2
601,185319,3330106011,6011.0,90229,Jes mijn soep is klaar ????????,,group,0,0,9,0.0,,27,"['Jes', 'mijn', 'soep', 'is', 'klaar']","['Jes', 'mijn', 'soep', 'is', 'klaar']","['jes', 'mijn', 'soep', 'is', 'klaar']","['jes', 'soep', 'klaar']","['jes', 'soep', 'klaar']","['jes', 'soep', 'klar']","jes,soep,klar",0,0,0,0,0,0,0,0,1,0,1,0,0,['soep'],1,soep,6,3,[1.6],1.6
602,185338,3330106011,6011.0,91700,Ik ga taise kip eten zo lekker ??,,group,0,0,9,0.0,,27,"['Ik', 'ga', 'taise', 'kip', 'eten', 'zo', 'lekker']","['Ik', 'ga', 'taise', 'kip', 'eten', 'zo', 'lekker']","['ik', 'ga', 'taise', 'kip', 'eten', 'zo', 'lekker']","['ga', 'taise', 'kip', 'eten', 'lekker']","['ga', 'taise', 'kip', 'eten', 'lekker']","['ga', 'tais', 'kip', 'eten', 'lekker']","ga,tais,kip,eten,lekker",1,0,0,0,1,0,0,0,0,0,1,0,0,"['kip', 'eten']",2,"kip,eten",6,5,[2],2.0
603,185347,3330106011,6011.0,92540,Dit eten is zo lekker niet alleen de kip maar ook de bonen met rijst een van mijn lievelings,,group,0,0,9,0.0,,27,"['Dit', 'eten', 'is', 'zo', 'lekker', 'niet', 'alleen', 'de', 'kip', 'maar', 'ook', 'de', 'bonen', 'met', 'rijst', 'een', 'van', 'mijn', 'lievelings']","['Dit', 'eten', 'is', 'zo', 'lekker', 'niet', 'alleen', 'de', 'kip', 'maar', 'ook', 'de', 'bonen', 'met', 'rijst', 'een', 'van', 'mijn', 'lievelings']","['dit', 'eten', 'is', 'zo', 'lekker', 'niet', 'alleen', 'de', 'kip', 'maar', 'ook', 'de', 'bonen', 'met', 'rijst', 'een', 'van', 'mijn', 'lievelings']","['eten', 'lekker', 'alleen', 'kip', 'bonen', 'rijst', 'lievelings']","['eten', 'lekker', 'alleen', 'kip', 'bonen', 'rijst', 'lievelings']","['eten', 'lekker', 'allen', 'kip', 'bon', 'rijst', 'lievel']","eten,lekker,allen,kip,bon,rijst,lievel",2,0,0,0,1,0,0,0,0,0,1,0,0,"['kip', 'rijst', 'eten']",3,"kip,rijst,eten",6,7,"[2, 1.2]",1.6
605,185435,3330106011,6011.0,100622,Ja die met die banaan was niet zo grappig,3330106006.0,my,0,0,9,0.0,,27,"['Ja', 'die', 'met', 'die', 'banaan', 'was', 'niet', 'zo', 'grappig']","['Ja', 'die', 'met', 'die', 'banaan', 'was', 'niet', 'zo', 'grappig']","['ja', 'die', 'met', 'die', 'banaan', 'was', 'niet', 'zo', 'grappig']","['banaan', 'grappig']","['banaan', 'grappig']","['banan', 'grappig']","banan,grappig",1,0,0,0,0,0,0,0,0,0,1,0,0,['banan'],1,banan,6,2,[2],2.0
606,185509,3330106011,6011.0,105917,Ik lig met diesel op de bank maar heb zin om naar jou te lopen en thee voor de buikpijn te maken,3330106006.0,my,0,0,9,0.0,,27,"['Ik', 'lig', 'met', 'diesel', 'op', 'de', 'bank', 'maar', 'heb', 'zin', 'om', 'naar', 'jou', 'te', 'lopen', 'en', 'thee', 'voor', 'de', 'buikpijn', 'te', 'maken']","['Ik', 'lig', 'met', 'diesel', 'op', 'de', 'bank', 'maar', 'heb', 'zin', 'om', 'naar', 'jou', 'te', 'lopen', 'en', 'thee', 'voor', 'de', 'buikpijn', 'te', 'maken']","['ik', 'lig', 'met', 'diesel', 'op', 'de', 'bank', 'maar', 'heb', 'zin', 'om', 'naar', 'jou', 'te', 'lopen', 'en', 'thee', 'voor', 'de', 'buikpijn', 'te', 'maken']","['lig', 'diesel', 'bank', 'zin', 'jou', 'lopen', 'thee', 'buikpijn', 'maken']","['lig', 'diesel', 'bank', 'zin', 'jou', 'lopen', 'thee', 'buikpijn', 'maken']","['lig', 'diesel', 'bank', 'zin', 'jou', 'lop', 'thee', 'buikpijn', 'mak']","lig,diesel,bank,zin,jou,lop,thee,buikpijn,mak",0,1,0,0,0,0,0,0,0,0,1,0,0,['thee'],1,thee,6,9,[2],2.0
608,185810,3330106015,6015.0,89353,Kip??,,group,0,0,10,0.0,,28,['Kip'],['Kip'],['kip'],['kip'],['kip'],['kip'],kip,1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,3,1,[2],2.0
615,186014,3330106016,6016.0,100217,Ik dag dat je vis zou eten,3330106021.0,my,0,0,10,0.0,,16,"['Ik', 'dag', 'dat', 'je', 'vis', 'zou', 'eten']","['Ik', 'dag', 'dat', 'je', 'vis', 'zou', 'eten']","['ik', 'dag', 'dat', 'je', 'vis', 'zou', 'eten']","['dag', 'vis', 'eten']","['dag', 'vis', 'eten']","['dag', 'vis', 'eten']","dag,vis,eten",1,0,0,0,1,0,0,0,0,0,1,0,0,"['vis', 'eten']",2,"vis,eten",23,3,[1],1.0
621,186345,3330106017,6017.0,96365,Ik eet pannenkoek,,group,1,0,9,0.0,,16,"['Ik', 'eet', 'pannenkoek']","['Ik', 'eet', 'pannenkoek']","['ik', 'eet', 'pannenkoek']","['eet', 'pannenkoek']","['eet', 'pannenkoek']","['eet', 'pannenkoek']","eet,pannenkoek",0,0,0,0,1,0,0,0,0,1,1,0,0,"['pannenkoek', 'eet']",2,"pannenkoek,eet",17,2,[2.4],2.4
626,186480,3330106019,6019.0,91117,Mijn tel ging bijna in de vla,,group,0,0,10,0.0,,17,"['Mijn', 'tel', 'ging', 'bijna', 'in', 'de', 'vla']","['Mijn', 'tel', 'ging', 'bijna', 'in', 'de', 'vla']","['mijn', 'tel', 'ging', 'bijna', 'in', 'de', 'vla']","['tel', 'ging', 'bijna', 'vla']","['tel', 'ging', 'bijna', 'vla']","['tel', 'ging', 'bijna', 'vla']","tel,ging,bijna,vla",0,0,0,0,0,0,0,0,0,1,1,0,0,['vla'],1,vla,4,4,[2.3],2.3
628,186641,3330106020,6020.0,91721,Taise kip?,,group,0,0,9,0.0,,16,"['Taise', 'kip']","['Taise', 'kip']","['taise', 'kip']","['taise', 'kip']","['taise', 'kip']","['tais', 'kip']","tais,kip",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,3,2,[2],2.0
657,191343,3812402859,2859.0,85010,Vdodisee kan dus blijkbaar niet voetballen want ze flikkerde al bijna alweer een lieve oma Oma een tekst van net alsof er dood gegaan want ja mag ik dat alsjeblieft alsjeblieft laat me dat het gerecht kip kip Ja ik weet het is echt Ik heb ik,3812402868.0,my,0,1,11,0.0,,16,"['Vdodisee', 'kan', 'dus', 'blijkbaar', 'niet', 'voetballen', 'want', 'ze', 'flikkerde', 'al', 'bijna', 'alweer', 'een', 'lieve', 'oma', 'Oma', 'een', 'tekst', 'van', 'net', 'alsof', 'er', 'dood', 'gegaan', 'want', 'ja', 'mag', 'ik', 'dat', 'alsjeblieft', 'alsjeblieft', 'laat', 'me', 'dat', 'het', 'gerecht', 'kip', 'kip', 'Ja', 'ik', 'weet', 'het', 'is', 'echt', 'Ik', 'heb', 'ik']","['Vdodisee', 'kan', 'dus', 'blijkbaar', 'niet', 'voetballen', 'want', 'ze', 'flikkerde', 'al', 'bijna', 'alweer', 'een', 'lieve', 'oma', 'Oma', 'een', 'tekst', 'van', 'net', 'alsof', 'er', 'dood', 'gegaan', 'want', 'ja', 'mag', 'ik', 'dat', 'alsjeblieft', 'alsjeblieft', 'laat', 'me', 'dat', 'het', 'gerecht', 'kip', 'kip', 'Ja', 'ik', 'weet', 'het', 'is', 'echt', 'Ik', 'heb', 'ik']","['vdodisee', 'kan', 'dus', 'blijkbaar', 'niet', 'voetballen', 'want', 'ze', 'flikkerde', 'al', 'bijna', 'alweer', 'een', 'lieve', 'oma', 'oma', 'een', 'tekst', 'van', 'net', 'alsof', 'er', 'dood', 'gegaan', 'want', 'ja', 'mag', 'ik', 'dat', 'alsjeblieft', 'alsjeblieft', 'laat', 'me', 'dat', 'het', 'gerecht', 'kip', 'kip', 'ja', 'ik', 'weet', 'het', 'is', 'echt', 'ik', 'heb', 'ik']","['vdodisee', 'blijkbaar', 'voetballen', 'flikkerde', 'bijna', 'alweer', 'lieve', 'oma', 'oma', 'tekst', 'net', 'alsof', 'dood', 'gegaan', 'mag', 'alsjeblieft', 'alsjeblieft', 'laat', 'gerecht', 'kip', 'kip', 'weet', 'echt']","['vdodisee', 'blijkbaar', 'voetballen', 'flikkerde', 'bijna', 'alweer', 'lieve', 'oma', 'oma', 'tekst', 'net', 'alsof', 'dood', 'gegaan', 'mag', 'alsjeblieft', 'alsjeblieft', 'laat', 'gerecht', 'kip', 'kip', 'weet', 'echt']","['vdodisee', 'blijkbar', 'voetball', 'flikkerd', 'bijna', 'alwer', 'liev', 'oma', 'oma', 'tekst', 'net', 'alsof', 'dod', 'gegan', 'mag', 'alsjeblieft', 'alsjeblieft', 'lat', 'gerecht', 'kip', 'kip', 'wet', 'echt']","vdodisee,blijkbar,voetball,flikkerd,bijna,alwer,liev,oma,oma,tekst,net,alsof,dod,gegan,mag,alsjeblieft,alsjeblieft,lat,gerecht,kip,kip,wet,echt",1,0,0,0,0,0,0,0,0,0,1,0,0,"['kip', 'kip']",2,"kip,kip",6,23,"[2, 2]",2.0
663,191736,3812402868,2868.0,83728,MHallo oma ik heb lekker afvallen met Vincent ANWB mooi en mooi speelplaats een appel appel advies gaan lekker slaapt dan ja wat is het leven fijn maar goed het leven van 5 maanden Laura ik zie jou ok doei,3812402859.0,my,0,1,12,0.0,,16,"['MHallo', 'oma', 'ik', 'heb', 'lekker', 'afvallen', 'met', 'Vincent', 'ANWB', 'mooi', 'en', 'mooi', 'speelplaats', 'een', 'appel', 'appel', 'advies', 'gaan', 'lekker', 'slaapt', 'dan', 'ja', 'wat', 'is', 'het', 'leven', 'fijn', 'maar', 'goed', 'het', 'leven', 'van', '5', 'maanden', 'Laura', 'ik', 'zie', 'jou', 'ok', 'doei']","['MHallo', 'oma', 'ik', 'heb', 'lekker', 'afvallen', 'met', 'Vincent', 'ANWB', 'mooi', 'en', 'mooi', 'speelplaats', 'een', 'appel', 'appel', 'advies', 'gaan', 'lekker', 'slaapt', 'dan', 'ja', 'wat', 'is', 'het', 'leven', 'fijn', 'maar', 'goed', 'het', 'leven', 'van', '5', 'maanden', 'Laura', 'ik', 'zie', 'jou', 'ok', 'doei']","['mhallo', 'oma', 'ik', 'heb', 'lekker', 'afvallen', 'met', 'vincent', 'anwb', 'mooi', 'en', 'mooi', 'speelplaats', 'een', 'appel', 'appel', 'advies', 'gaan', 'lekker', 'slaapt', 'dan', 'ja', 'wat', 'is', 'het', 'leven', 'fijn', 'maar', 'goed', 'het', 'leven', 'van', '5', 'maanden', 'laura', 'ik', 'zie', 'jou', 'ok', 'doei']","['mhallo', 'oma', 'lekker', 'afvallen', 'vincent', 'anwb', 'mooi', 'mooi', 'speelplaats', 'appel', 'appel', 'advies', 'gaan', 'lekker', 'slaapt', 'leven', 'fijn', 'goed', 'leven', 'maanden', 'laura', 'zie', 'jou', 'ok', 'doei']","['mhallo', 'oma', 'lekker', 'afvallen', 'vincent', 'anwb', 'mooi', 'mooi', 'speelplaats', 'appel', 'appel', 'advies', 'gaan', 'lekker', 'slaapt', 'leven', 'fijn', 'goed', 'leven', 'maanden', 'laura', 'zie', 'jou', 'ok', 'doei']","['mhallo', 'oma', 'lekker', 'afvall', 'vincent', 'anwb', 'mooi', 'mooi', 'speelplat', 'appel', 'appel', 'advies', 'gan', 'lekker', 'slaapt', 'lev', 'fijn', 'goed', 'lev', 'maand', 'laura', 'zie', 'jou', 'ok', 'doei']","mhallo,oma,lekker,afvall,vincent,anwb,mooi,mooi,speelplat,appel,appel,advies,gan,lekker,slaapt,lev,fijn,goed,lev,maand,laura,zie,jou,ok,doei",1,0,0,0,0,0,0,0,0,0,1,0,0,"['appel', 'appel']",2,"appel,appel",2,25,"[2, 2]",2.0
676,194665,3829805945,5945.0,77075,Hoi lust jij kip??,3829805967.0,my,0,1,10,0.0,,16,"['Hoi', 'lust', 'jij', 'kip']","['Hoi', 'lust', 'jij', 'kip']","['hoi', 'lust', 'jij', 'kip']","['hoi', 'lust', 'jij', 'kip']","['hoi', 'lust', 'jij', 'kip']","['hoi', 'lust', 'jij', 'kip']","hoi,lust,jij,kip",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,17,4,[2],2.0
695,195982,3829805951,5951.0,74553,Wij hebben rijst gegeten,3829805954.0,my,0,0,10,0.0,,0,"['Wij', 'hebben', 'rijst', 'gegeten']","['Wij', 'hebben', 'rijst', 'gegeten']","['wij', 'hebben', 'rijst', 'gegeten']","['wij', 'rijst', 'gegeten']","['wij', 'rijst', 'gegeten']","['wij', 'rijst', 'geget']","wij,rijst,geget",1,0,0,0,0,0,0,0,0,0,1,0,0,['rijst'],1,rijst,13,3,[1.2],1.2
697,195988,3829805951,5951.0,74579,Zalm vind ik heel lekker,3829805954.0,my,0,0,10,0.0,,0,"['Zalm', 'vind', 'ik', 'heel', 'lekker']","['Zalm', 'vind', 'ik', 'heel', 'lekker']","['zalm', 'vind', 'ik', 'heel', 'lekker']","['zalm', 'vind', 'heel', 'lekker']","['zalm', 'vind', 'heel', 'lekker']","['zalm', 'vind', 'hel', 'lekker']","zalm,vind,hel,lekker",1,0,0,0,0,0,0,0,0,0,1,0,0,['zalm'],1,zalm,13,4,[1],1.0
701,196180,3829805951,5951.0,81106,Vis,3829805954.0,my,0,0,10,0.0,,0,['Vis'],['Vis'],['vis'],['vis'],['vis'],['vis'],vis,1,0,0,0,0,0,0,0,0,0,1,0,0,['vis'],1,vis,13,1,[1],1.0
707,196584,3829805954,5954.0,72519,Health Xiao ossenhaas hotel kaarsen heb hielen Hatiaan Classic,,group,0,1,10,0.0,,13,"['Health', 'Xiao', 'ossenhaas', 'hotel', 'kaarsen', 'heb', 'hielen', 'Hatiaan', 'Classic']","['Health', 'Xiao', 'ossenhaas', 'hotel', 'kaarsen', 'heb', 'hielen', 'Hatiaan', 'Classic']","['health', 'xiao', 'ossenhaas', 'hotel', 'kaarsen', 'heb', 'hielen', 'hatiaan', 'classic']","['health', 'xiao', 'ossenhaas', 'hotel', 'kaarsen', 'hielen', 'hatiaan', 'classic']","['health', 'xiao', 'ossenhaas', 'hotel', 'kaarsen', 'hielen', 'hatiaan', 'classic']","['health', 'xiao', 'ossenhas', 'hotel', 'kaars', 'hiel', 'hatiaan', 'classic']","health,xiao,ossenhas,hotel,kaars,hiel,hatiaan,classic",1,0,0,0,0,0,0,0,0,0,1,0,0,['ossenhas'],1,ossenhas,23,8,[1.6],1.6
712,196727,3829805954,5954.0,74576,Vind jij zalm lekker,3829805951.0,my,0,1,10,0.0,,13,"['Vind', 'jij', 'zalm', 'lekker']","['Vind', 'jij', 'zalm', 'lekker']","['vind', 'jij', 'zalm', 'lekker']","['vind', 'jij', 'zalm', 'lekker']","['vind', 'jij', 'zalm', 'lekker']","['vind', 'jij', 'zalm', 'lekker']","vind,jij,zalm,lekker",1,0,0,0,0,0,0,0,0,0,1,0,0,['zalm'],1,zalm,23,4,[1],1.0
714,196730,3829805954,5954.0,74584,Ik vind zalm ook lekker,3829805951.0,my,0,1,10,0.0,,13,"['Ik', 'vind', 'zalm', 'ook', 'lekker']","['Ik', 'vind', 'zalm', 'ook', 'lekker']","['ik', 'vind', 'zalm', 'ook', 'lekker']","['vind', 'zalm', 'lekker']","['vind', 'zalm', 'lekker']","['vind', 'zalm', 'lekker']","vind,zalm,lekker",1,0,0,0,0,0,0,0,0,0,1,0,0,['zalm'],1,zalm,23,3,[1],1.0
733,197835,3829805957,5957.0,74489,Wij gaan nu eten bij heliopolis bestellen ik een broodje kebab,,group,0,0,9,0.0,,15,"['Wij', 'gaan', 'nu', 'eten', 'bij', 'heliopolis', 'bestellen', 'ik', 'een', 'broodje', 'kebab']","['Wij', 'gaan', 'nu', 'eten', 'bij', 'heliopolis', 'bestellen', 'ik', 'een', 'broodje', 'kebab']","['wij', 'gaan', 'nu', 'eten', 'bij', 'heliopolis', 'bestellen', 'ik', 'een', 'broodje', 'kebab']","['wij', 'gaan', 'eten', 'heliopolis', 'bestellen', 'broodje', 'kebab']","['wij', 'gaan', 'eten', 'heliopolis', 'bestellen', 'broodje', 'kebab']","['wij', 'gan', 'eten', 'heliopolis', 'bestell', 'broodj', 'kebab']","wij,gan,eten,heliopolis,bestell,broodj,kebab",1,0,0,0,1,0,0,0,1,1,1,0,0,"['kebab', 'eten', 'broodj']",3,"kebab,eten,broodj",29,7,"[2, 2]",2.0
757,199298,3829805961,5961.0,71008,Grapje ik ben alergies voir appel,3829805967.0,my,0,1,9,0.0,,15,"['Grapje', 'ik', 'ben', 'alergies', 'voir', 'appel']","['Grapje', 'ik', 'ben', 'alergies', 'voir', 'appel']","['grapje', 'ik', 'ben', 'alergies', 'voir', 'appel']","['grapje', 'alergies', 'voir', 'appel']","['grapje', 'alergies', 'voir', 'appel']","['grapj', 'alergies', 'voir', 'appel']","grapj,alergies,voir,appel",1,0,0,0,0,0,0,0,0,0,1,0,0,['appel'],1,appel,8,4,[2],2.0
764,200047,3829805962,5962.0,79312,Pizza en soep,3829805945.0,my,0,1,10,0.0,,19,"['Pizza', 'en', 'soep']","['Pizza', 'en', 'soep']","['pizza', 'en', 'soep']","['pizza', 'soep']","['pizza', 'soep']","['pizza', 'soep']","pizza,soep",0,0,0,0,0,0,0,0,2,0,1,0,0,"['soep', 'pizza']",2,"soep,pizza",12,2,"[1.6, 3]",2.3
779,201420,3829805967,5967.0,80614,Hondje kruidigheid kruidenmix kaken kaakchirurgie huifkar,,group,0,1,9,0.0,,15,"['Hondje', 'kruidigheid', 'kruidenmix', 'kaken', 'kaakchirurgie', 'huifkar']","['Hondje', 'kruidigheid', 'kruidenmix', 'kaken', 'kaakchirurgie', 'huifkar']","['hondje', 'kruidigheid', 'kruidenmix', 'kaken', 'kaakchirurgie', 'huifkar']","['hondje', 'kruidigheid', 'kruidenmix', 'kaken', 'kaakchirurgie', 'huifkar']","['hondje', 'kruidigheid', 'kruidenmix', 'kaken', 'kaakchirurgie', 'huifkar']","['hondj', 'kruidig', 'kruidenmix', 'kak', 'kaakchirurgie', 'huifkar']","hondj,kruidig,kruidenmix,kak,kaakchirurgie,huifkar",1,0,0,0,0,0,0,0,0,0,1,0,0,['kruidenmix'],1,kruidenmix,18,6,[1],1.0
791,201855,3829805969,5969.0,66556,Lekker WARME kop met thee,,group,1,1,10,2.0,,15,"['Lekker', 'WARME', 'kop', 'met', 'thee']","['Lekker', 'WARME', 'kop', 'met', 'thee']","['lekker', 'warme', 'kop', 'met', 'thee']","['lekker', 'warme', 'kop', 'thee']","['lekker', 'warme', 'kop', 'thee']","['lekker', 'warm', 'kop', 'thee']","lekker,warm,kop,thee",0,1,0,0,0,0,0,0,0,0,0,0,1,['thee'],1,thee,12,4,[2],2.0
808,205240,3829905924,5924.0,69238,Ik eet dadelijk pannenkoeken,,group,0,0,10,0.0,,17,"['Ik', 'eet', 'dadelijk', 'pannenkoeken']","['Ik', 'eet', 'dadelijk', 'pannenkoeken']","['ik', 'eet', 'dadelijk', 'pannenkoeken']","['eet', 'dadelijk', 'pannenkoeken']","['eet', 'dadelijk', 'pannenkoeken']","['eet', 'dadelijk', 'pannenkoek']","eet,dadelijk,pannenkoek",0,0,0,0,1,0,0,0,0,1,1,0,0,"['pannenkoek', 'eet']",2,"pannenkoek,eet",23,3,[2.4],2.4
810,205358,3829905924,5924.0,72924,Noedel kom de gij nog of hoe zit het,,group,0,0,10,0.0,,17,"['Noedel', 'kom', 'de', 'gij', 'nog', 'of', 'hoe', 'zit', 'het']","['Noedel', 'kom', 'de', 'gij', 'nog', 'of', 'hoe', 'zit', 'het']","['noedel', 'kom', 'de', 'gij', 'nog', 'of', 'hoe', 'zit', 'het']","['noedel', 'kom', 'gij', 'zit']","['noedel', 'kom', 'gij', 'zit']","['noedel', 'kom', 'gij', 'zit']","noedel,kom,gij,zit",1,0,0,0,0,0,0,0,0,0,1,0,0,['noedel'],1,noedel,23,4,[2],2.0
